Matchup,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF
"NOV 14, 2014 - HOU vs. PHI",W,240,88,29,78,37.2,7,34,20.6,23,37,62.2,13,34,47,16,17,11,21,25
"NOV 12, 2014 - HOU @ MIN",W,240,113,43,89,48.3,13,28,46.4,14,19,73.7,13,27,40,25,7,7,13,29
"NOV 08, 2014 - HOU vs. GSW",L,240,87,30,86,34.9,10,42,23.8,17,21,81,16,30,46,13,14,0,22,17
"NOV 06, 2014 - HOU vs. SAS",W,240,98,34,72,47.2,10,27,37,20,33,60.6,8,36,44,18,7,6,21,20
"NOV 04, 2014 - HOU @ MIA",W,240,108,35,68,51.5,17,37,45.9,21,27,77.8,9,29,38,22,8,5,16,26
"NOV 03, 2014 - HOU @ PHI",W,240,104,32,75,42.7,16,34,47.1,24,30,80,13,34,47,27,12,6,21,20
"NOV 01, 2014 - HOU vs. BOS",W,240,104,32,76,42.1,12,34,35.3,28,40,70,10,39,49,20,9,8,17,24
"OCT 29, 2014 - HOU @ UTA",W,240,104,40,77,51.9,14,27,51.9,10,14,71.4,8,27,35,18,7,6,18,23
"OCT 28, 2014 - HOU @ LAL",W,240,108,31,73,42.5,12,29,41.4,34,50,68,14,33,47,22,7,3,13,30
"APR 14, 2015 - LAC @ PHX",W,240,112,42,87,48.3,15,38,39.5,13,18,72.2,11,33,44,26,10,5,12,19
"APR 13, 2015 - LAC vs. DEN",W,240,110,37,82,45.1,7,21,33.3,29,37,78.4,13,34,47,25,7,8,13,16
"APR 11, 2015 - LAC vs. MEM",W,240,94,35,88,39.8,6,27,22.2,18,22,81.8,12,31,43,25,10,6,13,21
"APR 07, 2015 - LAC vs. LAL",W,240,105,39,81,48.1,7,24,29.2,20,30,66.7,6,40,46,25,6,6,8,22
"APR 05, 2015 - LAC @ LAL",W,240,106,40,75,53.3,15,27,55.6,11,18,61.1,7,33,40,27,10,1,10,20
"APR 04, 2015 - LAC @ DEN",W,240,107,34,79,43,13,34,38.2,26,42,61.9,13,34,47,24,9,7,12,27
"APR 01, 2015 - LAC @ POR",W,240,126,46,86,53.5,15,28,53.6,19,24,79.2,7,33,40,30,6,3,6,21
"MAR 31, 2015 - LAC vs. GSW",L,240,106,36,82,43.9,6,22,27.3,28,33,84.8,10,31,41,19,4,8,11,24
"MAR 29, 2015 - LAC @ BOS",W,240,119,41,84,48.8,13,32,40.6,24,40,60,13,40,53,28,5,5,12,21
"MAR 27, 2015 - LAC @ PHI",W,240,119,44,82,53.7,12,29,41.4,19,31,61.3,8,48,56,28,8,2,16,24
"MAR 25, 2015 - LAC @ NYK",W,240,111,44,78,56.4,11,28,39.3,12,18,66.7,6,33,39,31,12,7,15,17
"MAR 22, 2015 - LAC vs. NOP",W,240,107,42,91,46.2,7,23,30.4,16,23,69.6,16,26,42,25,10,7,10,17
"MAR 20, 2015 - LAC vs. WAS",W,240,113,45,86,52.3,12,23,52.2,11,17,64.7,8,38,46,33,5,6,14,21
"MAR 18, 2015 - LAC @ SAC",W,240,116,45,88,51.1,17,37,45.9,9,13,69.2,8,28,36,27,5,6,11,23
"MAR 17, 2015 - LAC vs. CHA",W,240,99,35,77,45.5,9,24,37.5,20,28,71.4,7,37,44,24,7,4,12,26
"MAR 15, 2015 - LAC vs. HOU",L,240,98,36,82,43.9,12,26,46.2,14,24,58.3,8,42,50,24,8,8,20,30
"MAR 13, 2015 - LAC @ DAL",L,240,99,41,82,50,12,32,37.5,5,12,41.7,11,21,32,27,9,2,15,17
"MAR 11, 2015 - LAC @ OKC",W,240,120,35,76,46.1,15,30,50,35,47,74.5,11,27,38,22,11,2,12,27
"MAR 09, 2015 - LAC vs. MIN",W,240,89,35,79,44.3,11,31,35.5,8,15,53.3,9,33,42,30,11,2,15,23
"MAR 08, 2015 - LAC @ GSW",L,240,98,40,83,48.2,8,25,32,10,14,71.4,9,30,39,25,8,3,18,22
"MAR 04, 2015 - LAC vs. POR",L,265,93,37,96,38.5,11,31,35.5,8,18,44.4,9,42,51,25,6,4,9,26
"MAR 02, 2015 - LAC @ MIN",W,240,110,44,92,47.8,12,33,36.4,10,19,52.6,9,34,43,24,7,3,11,26
"MAR 01, 2015 - LAC @ CHI",W,240,96,38,87,43.7,7,27,25.9,13,24,54.2,13,42,55,15,6,12,8,23
"FEB 27, 2015 - LAC @ MEM",W,240,97,36,78,46.2,9,26,34.6,16,28,57.1,9,38,47,20,9,10,11,19
"FEB 25, 2015 - LAC @ HOU",L,240,105,40,91,44,11,32,34.4,14,19,73.7,12,37,49,18,1,4,15,22
"FEB 23, 2015 - LAC vs. MEM",L,240,87,35,79,44.3,9,27,33.3,8,12,66.7,5,35,40,21,6,10,13,16
"FEB 21, 2015 - LAC vs. SAC",W,240,126,46,95,48.4,14,35,40,20,28,71.4,11,43,54,31,9,11,11,29
"FEB 19, 2015 - LAC vs. SAS",W,240,119,42,77,54.5,8,19,42.1,27,52,51.9,10,33,43,26,10,4,12,22
"FEB 11, 2015 - LAC vs. HOU",W,240,110,39,81,48.1,4,22,18.2,28,45,62.2,12,37,49,25,13,3,15,24
"FEB 09, 2015 - LAC @ DAL",W,240,115,41,92,44.6,9,27,33.3,24,29,82.8,17,36,53,21,8,3,6,25
"FEB 08, 2015 - LAC @ OKC",L,240,108,42,90,46.7,12,32,37.5,12,17,70.6,8,21,29,28,9,2,13,26
"FEB 06, 2015 - LAC @ TOR",L,240,107,38,78,48.7,6,23,26.1,25,31,80.6,7,23,30,21,8,4,8,21
"FEB 05, 2015 - LAC @ CLE",L,240,94,38,91,41.8,5,22,22.7,13,20,65,14,29,43,24,9,1,12,29
"FEB 02, 2015 - LAC @ BKN",L,240,100,42,89,47.2,8,23,34.8,8,25,32,15,37,52,23,6,1,12,22
"JAN 31, 2015 - LAC @ SAS",W,240,105,40,91,44,8,22,36.4,17,18,94.4,16,40,56,20,12,7,15,23
"JAN 30, 2015 - LAC @ NOP",L,240,103,42,92,45.7,7,28,25,12,17,70.6,9,29,38,20,5,4,5,21
"JAN 28, 2015 - LAC @ UTA",W,240,94,34,76,44.7,9,26,34.6,17,25,68,10,27,37,13,7,6,8,20
"JAN 26, 2015 - LAC vs. DEN",W,240,102,38,80,47.5,7,19,36.8,19,22,86.4,10,35,45,25,10,8,13,17
"JAN 25, 2015 - LAC @ PHX",W,240,120,43,87,49.4,10,23,43.5,24,36,66.7,14,36,50,28,7,5,11,20
"JAN 22, 2015 - LAC vs. BKN",W,240,123,49,83,59,11,25,44,14,21,66.7,9,39,48,41,8,9,14,17
"JAN 19, 2015 - LAC vs. BOS",W,240,102,39,82,47.6,9,21,42.9,15,19,78.9,10,34,44,27,6,10,11,14
"JAN 17, 2015 - LAC @ SAC",W,240,117,44,92,47.8,9,28,32.1,20,31,64.5,11,23,34,24,7,6,5,22
"JAN 16, 2015 - LAC vs. CLE",L,240,121,43,91,47.3,10,29,34.5,25,36,69.4,17,26,43,26,9,1,13,21
"JAN 14, 2015 - LAC @ POR",W,240,100,37,88,42,8,23,34.8,18,19,94.7,7,37,44,20,9,2,7,22
"JAN 11, 2015 - LAC vs. MIA",L,240,90,34,75,45.3,9,26,34.6,13,18,72.2,6,21,27,17,4,2,13,24
"JAN 10, 2015 - LAC vs. DAL",W,240,120,46,88,52.3,13,31,41.9,15,21,71.4,9,38,47,31,8,5,10,17
"JAN 07, 2015 - LAC vs. LAL",W,240,114,40,85,47.1,12,33,36.4,22,30,73.3,8,34,42,29,9,5,6,16
"JAN 05, 2015 - LAC vs. ATL",L,240,98,33,74,44.6,7,25,28,25,33,75.8,8,37,45,23,5,5,21,25
"JAN 03, 2015 - LAC vs. PHI",W,240,127,46,85,54.1,15,37,40.5,20,26,76.9,9,34,43,33,13,3,8,19
"DEC 31, 2014 - LAC vs. NYK",W,240,99,36,82,43.9,15,34,44.1,12,20,60,5,45,50,28,6,3,10,13
"DEC 29, 2014 - LAC vs. UTA",W,240,101,37,81,45.7,10,23,43.5,17,22,77.3,7,34,41,24,7,12,14,16
"DEC 27, 2014 - LAC vs. TOR",L,240,98,37,81,45.7,12,25,48,12,15,80,9,34,43,26,4,7,14,19
"DEC 25, 2014 - LAC vs. GSW",W,240,100,34,87,39.1,9,32,28.1,23,31,74.2,11,39,50,18,10,4,13,20
"DEC 23, 2014 - LAC @ ATL",L,240,104,37,92,40.2,11,29,37.9,19,28,67.9,16,35,51,26,10,5,10,23
"DEC 22, 2014 - LAC @ SAS",L,240,118,43,86,50,10,24,41.7,22,29,75.9,11,25,36,23,10,5,10,22
"DEC 20, 2014 - LAC vs. MIL",W,240,106,37,81,45.7,12,26,46.2,20,27,74.1,11,30,41,29,10,4,12,18
"DEC 19, 2014 - LAC @ DEN",L,240,106,39,85,45.9,3,18,16.7,25,33,75.8,13,26,39,21,14,4,11,22
"DEC 17, 2014 - LAC vs. IND",W,240,102,34,78,43.6,6,18,33.3,28,45,62.2,14,37,51,20,7,4,12,15
"DEC 15, 2014 - LAC vs. DET",W,240,113,43,80,53.8,12,24,50,15,20,75,12,29,41,35,9,3,14,21
"DEC 13, 2014 - LAC @ MIL",L,240,106,39,91,42.9,14,29,48.3,14,19,73.7,10,25,35,24,8,3,12,24
"DEC 12, 2014 - LAC @ WAS",L,240,96,32,75,42.7,6,20,30,26,31,83.9,12,25,37,14,7,2,18,20
"DEC 10, 2014 - LAC @ IND",W,240,103,42,88,47.7,7,24,29.2,12,14,85.7,10,40,50,25,7,7,12,17
"DEC 08, 2014 - LAC vs. PHX",W,265,121,44,96,45.8,9,31,29,24,30,80,10,35,45,27,7,5,11,22
"DEC 06, 2014 - LAC vs. NOP",W,240,120,43,78,55.1,17,32,53.1,17,24,70.8,6,32,38,34,7,6,7,20
"DEC 03, 2014 - LAC vs. ORL",W,240,114,42,78,53.8,12,31,38.7,18,25,72,6,38,44,32,11,6,17,17
"DEC 01, 2014 - LAC vs. MIN",W,240,127,41,80,51.3,15,34,44.1,30,36,83.3,9,41,50,33,5,7,14,26
"NOV 29, 2014 - LAC @ UTA",W,240,112,45,80,56.3,11,28,39.3,11,15,73.3,9,28,37,21,6,5,11,25
"NOV 28, 2014 - LAC @ HOU",W,240,102,38,81,46.9,9,25,36,17,22,77.3,8,37,45,23,8,4,10,18
"NOV 26, 2014 - LAC @ DET",W,240,104,37,78,47.4,12,28,42.9,18,19,94.7,9,30,39,21,9,3,15,19
"NOV 24, 2014 - LAC @ CHA",W,240,113,45,88,51.1,15,32,46.9,8,10,80,8,35,43,28,2,2,8,24
"NOV 23, 2014 - LAC @ MEM",L,240,91,32,77,41.6,7,25,28,20,28,71.4,5,27,32,14,10,1,10,27
"NOV 20, 2014 - LAC @ MIA",W,240,110,43,77,55.8,13,31,41.9,11,17,64.7,4,31,35,31,6,0,13,21
"NOV 19, 2014 - LAC @ ORL",W,240,114,45,84,53.6,12,21,57.1,12,16,75,2,37,39,24,8,9,7,19
"NOV 17, 2014 - LAC vs. CHI",L,240,89,36,81,44.4,7,23,30.4,10,22,45.5,9,31,40,20,2,5,12,21
"NOV 15, 2014 - LAC vs. PHX",W,240,120,36,68,52.9,14,29,48.3,34,43,79.1,4,43,47,24,5,12,20,26
"NOV 10, 2014 - LAC vs. SAS",L,240,85,33,74,44.6,5,22,22.7,14,17,82.4,8,36,44,26,6,8,15,20
"NOV 08, 2014 - LAC vs. POR",W,240,106,40,81,49.4,5,12,41.7,21,30,70,8,29,37,17,8,4,7,19
"NOV 05, 2014 - LAC @ GSW",L,240,104,38,82,46.3,7,19,36.8,21,27,77.8,5,25,30,26,12,2,14,14
"NOV 03, 2014 - LAC vs. UTA",W,240,107,41,81,50.6,10,23,43.5,15,17,88.2,5,30,35,28,6,6,10,17
"NOV 02, 2014 - LAC vs. SAC",L,240,92,33,88,37.5,9,31,29,17,21,81,11,24,35,23,10,7,8,25
"OCT 31, 2014 - LAC @ LAL",W,240,118,34,71,47.9,12,33,36.4,38,44,86.4,6,30,36,25,6,2,14,26
"OCT 30, 2014 - LAC vs. OKC",W,240,93,34,87,39.1,7,30,23.3,18,25,72,14,19,33,17,10,4,11,27
"APR 15, 2015 - LAL vs. SAC",L,240,99,36,94,38.3,7,24,29.2,20,25,80,16,30,46,22,6,8,14,28
"APR 13, 2015 - LAL @ SAC",L,240,92,40,96,41.7,4,15,26.7,8,13,61.5,17,32,49,19,8,3,11,26
"APR 12, 2015 - LAL vs. DAL",L,240,106,34,78,43.6,9,24,37.5,29,36,80.6,6,31,37,20,4,4,12,20
"APR 10, 2015 - LAL vs. MIN",W,240,106,41,83,49.4,9,23,39.1,15,24,62.5,14,32,46,35,6,2,12,22
"APR 08, 2015 - LAL @ DEN",L,240,101,36,75,48,5,16,31.3,24,35,68.6,9,30,39,15,7,2,14,20
"APR 07, 2015 - LAL @ LAC",L,240,100,35,84,41.7,9,25,36,21,27,77.8,8,35,43,24,2,1,11,25
"APR 05, 2015 - LAL vs. LAC",L,240,78,29,75,38.7,7,17,41.2,13,22,59.1,14,27,41,17,3,3,17,18
"APR 03, 2015 - LAL vs. POR",L,240,77,31,82,37.8,5,14,35.7,10,17,58.8,6,37,43,13,4,6,11,10
"APR 01, 2015 - LAL vs. NOP",L,240,92,37,83,44.6,5,16,31.3,13,21,61.9,12,23,35,22,4,2,5,17
"MAR 30, 2015 - LAL @ PHI",W,265,113,40,82,48.8,10,21,47.6,23,30,76.7,12,33,45,27,7,10,17,26
"MAR 29, 2015 - LAL @ BKN",L,240,99,42,91,46.2,6,18,33.3,9,11,81.8,9,34,43,25,7,4,11,14
"MAR 27, 2015 - LAL @ TOR",L,240,83,29,84,34.5,4,17,23.5,21,29,72.4,16,30,46,14,6,2,12,19
"MAR 25, 2015 - LAL @ MIN",W,265,101,39,92,42.4,6,26,23.1,17,18,94.4,14,34,48,21,8,4,16,23
"MAR 24, 2015 - LAL @ OKC",L,240,117,44,85,51.8,9,19,47.4,20,27,74.1,8,20,28,22,10,7,10,17
"MAR 22, 2015 - LAL vs. PHI",W,240,101,39,81,48.1,5,14,35.7,18,22,81.8,13,39,52,21,4,9,13,21
"MAR 19, 2015 - LAL vs. UTA",L,240,73,31,77,40.3,3,11,27.3,8,17,47.1,9,34,43,20,9,3,14,22
"MAR 16, 2015 - LAL @ GSW",L,240,105,39,85,45.9,8,15,53.3,19,21,90.5,10,35,45,24,11,5,18,19
"MAR 15, 2015 - LAL vs. ATL",L,240,86,34,85,40,7,18,38.9,11,15,73.3,19,35,54,21,6,4,21,22
"MAR 12, 2015 - LAL vs. NYK",L,240,94,38,90,42.2,5,18,27.8,13,21,61.9,15,36,51,18,6,4,13,26
"MAR 10, 2015 - LAL vs. DET",W,240,93,32,75,42.7,3,13,23.1,26,30,86.7,10,36,46,23,8,1,11,17
"MAR 08, 2015 - LAL vs. DAL",L,240,93,38,82,46.3,2,14,14.3,15,21,71.4,15,32,47,23,5,5,16,24
"MAR 06, 2015 - LAL @ MEM",L,240,90,39,84,46.4,5,12,41.7,7,9,77.8,5,39,44,22,6,9,9,26
"MAR 04, 2015 - LAL @ MIA",L,240,94,38,88,43.2,7,18,38.9,11,17,64.7,7,35,42,23,11,1,14,26
"MAR 03, 2015 - LAL @ CHA",L,240,103,39,86,45.3,6,17,35.3,19,21,90.5,6,35,41,24,6,4,11,21
"MAR 01, 2015 - LAL vs. OKC",L,240,101,40,90,44.4,9,25,36,12,18,66.7,9,40,49,25,6,6,9,20
"FEB 27, 2015 - LAL vs. MIL",W,240,101,40,85,47.1,6,18,33.3,15,22,68.2,9,41,50,23,7,5,12,21
"FEB 25, 2015 - LAL @ UTA",W,240,100,40,89,44.9,2,11,18.2,18,21,85.7,14,28,42,17,12,8,9,25
"FEB 22, 2015 - LAL vs. BOS",W,265,118,43,84,51.2,7,18,38.9,25,38,65.8,6,40,46,22,8,4,17,27
"FEB 20, 2015 - LAL vs. BKN",L,240,105,41,89,46.1,4,23,17.4,19,29,65.5,14,32,46,22,10,4,10,18
"FEB 11, 2015 - LAL @ POR",L,240,86,34,93,36.6,7,16,43.8,11,11,100,14,34,48,17,4,5,10,23
"FEB 10, 2015 - LAL vs. DEN",L,240,96,37,85,43.5,6,18,33.3,16,27,59.3,14,29,43,23,3,2,10,24
"FEB 08, 2015 - LAL @ CLE",L,240,105,41,100,41,7,23,30.4,16,19,84.2,19,27,46,22,11,5,7,18
"FEB 06, 2015 - LAL @ ORL",L,265,97,39,97,40.2,11,26,42.3,8,13,61.5,15,28,43,27,12,8,14,13
"FEB 04, 2015 - LAL @ MIL",L,265,105,39,93,41.9,9,28,32.1,18,25,72,18,35,53,22,3,2,16,25
"FEB 01, 2015 - LAL @ NYK",L,240,80,27,76,35.5,7,16,43.8,19,23,82.6,10,36,46,15,7,3,14,15
"JAN 29, 2015 - LAL vs. CHI",W,290,123,50,106,47.2,3,9,33.3,20,25,80,18,36,54,26,5,8,13,27
"JAN 27, 2015 - LAL vs. WAS",L,240,92,37,87,42.5,5,20,25,13,16,81.3,8,30,38,17,9,4,11,19
"JAN 25, 2015 - LAL vs. HOU",L,240,87,34,79,43,1,13,7.7,18,25,72,13,40,53,20,4,2,21,18
"JAN 23, 2015 - LAL @ SAS",L,240,85,33,83,39.8,5,13,38.5,14,20,70,8,32,40,18,4,4,8,21
"JAN 21, 2015 - LAL @ NOP",L,240,80,28,77,36.4,6,20,30,18,21,85.7,10,31,41,16,12,4,16,21
"JAN 19, 2015 - LAL @ PHX",L,240,100,34,75,45.3,8,17,47.1,24,35,68.6,13,33,46,24,9,3,23,20
"JAN 16, 2015 - LAL @ UTA",L,240,85,31,65,47.7,3,7,42.9,20,27,74.1,8,34,42,7,6,5,19,9
"JAN 15, 2015 - LAL vs. CLE",L,240,102,39,76,51.3,8,24,33.3,16,23,69.6,8,27,35,26,4,1,11,26
"JAN 13, 2015 - LAL vs. MIA",L,240,75,29,92,31.5,4,23,17.4,13,18,72.2,13,33,46,20,10,3,12,14
"JAN 11, 2015 - LAL vs. POR",L,240,94,36,81,44.4,7,22,31.8,15,19,78.9,7,38,45,29,2,4,13,22
"JAN 09, 2015 - LAL vs. ORL",W,240,101,36,90,40,7,21,33.3,22,31,71,18,42,60,16,8,7,12,21
"JAN 07, 2015 - LAL @ LAC",L,240,89,37,85,43.5,5,20,25,10,17,58.8,9,37,46,21,3,1,12,20
"JAN 05, 2015 - LAL @ POR",L,240,94,37,88,42,4,14,28.6,16,20,80,11,38,49,20,5,0,10,20
"JAN 04, 2015 - LAL vs. IND",W,240,88,27,71,38,6,18,33.3,28,30,93.3,5,32,37,14,8,3,11,20
"JAN 02, 2015 - LAL vs. MEM",L,240,106,43,81,53.1,6,19,31.6,14,19,73.7,5,33,38,24,10,8,13,28
"DEC 30, 2014 - LAL @ DEN",W,240,111,40,76,52.6,14,25,56,17,26,65.4,4,38,42,31,6,4,18,20
"DEC 28, 2014 - LAL vs. PHX",L,240,107,42,81,51.9,12,20,60,11,20,55,4,31,35,22,8,6,17,19
"DEC 26, 2014 - LAL @ DAL",L,240,98,36,99,36.4,11,29,37.9,15,20,75,24,39,63,20,8,6,16,23
"DEC 25, 2014 - LAL @ CHI",L,240,93,36,92,39.1,5,16,31.3,16,21,76.2,16,23,39,18,9,8,4,21
"DEC 23, 2014 - LAL vs. GSW",W,240,115,46,89,51.7,12,26,46.2,11,17,64.7,13,29,42,28,11,10,16,15
"DEC 21, 2014 - LAL @ SAC",L,240,101,33,87,37.9,10,26,38.5,25,30,83.3,18,29,47,14,8,2,16,29
"DEC 19, 2014 - LAL vs. OKC",L,240,103,41,85,48.2,10,25,40,11,15,73.3,5,38,43,28,3,5,10,21
"DEC 15, 2014 - LAL @ IND",L,240,91,29,88,33,10,26,38.5,23,29,79.3,11,27,38,14,10,5,9,20
"DEC 14, 2014 - LAL @ MIN",W,240,100,34,81,42,5,17,29.4,27,34,79.4,11,34,45,22,10,5,11,17
"DEC 12, 2014 - LAL @ SAS",W,265,112,44,96,45.8,12,24,50,12,15,80,14,35,49,27,11,4,14,19
"DEC 09, 2014 - LAL vs. SAC",W,240,98,38,96,39.6,5,25,20,17,25,68,14,31,45,27,9,6,5,23
"DEC 07, 2014 - LAL vs. NOP",L,240,87,36,90,40,5,19,26.3,10,15,66.7,7,27,34,18,4,6,7,15
"DEC 05, 2014 - LAL @ BOS",L,240,96,38,92,41.3,6,16,37.5,14,19,73.7,7,31,38,14,2,4,12,18
"DEC 03, 2014 - LAL @ WAS",L,240,95,33,85,38.8,12,29,41.4,17,21,81,9,34,43,16,8,6,13,20
"DEC 02, 2014 - LAL @ DET",W,240,106,39,81,48.1,10,17,58.8,18,24,75,12,35,47,25,9,6,14,26
"NOV 30, 2014 - LAL vs. TOR",W,265,129,47,96,49,10,24,41.7,25,34,73.5,12,42,54,24,4,7,10,21
"NOV 28, 2014 - LAL vs. MIN",L,240,119,48,89,53.9,8,21,38.1,15,22,68.2,12,23,35,27,12,1,14,22
"NOV 26, 2014 - LAL vs. MEM",L,240,93,33,81,40.7,8,19,42.1,19,24,79.2,12,30,42,16,6,9,11,18
"NOV 23, 2014 - LAL vs. DEN",L,265,94,33,89,37.1,3,24,12.5,25,34,73.5,9,41,50,15,10,6,13,28
"NOV 21, 2014 - LAL @ DAL",L,240,106,44,85,51.8,5,13,38.5,13,21,61.9,13,20,33,24,3,4,10,24
"NOV 19, 2014 - LAL @ HOU",W,240,98,37,91,40.7,5,20,25,19,23,82.6,14,33,47,17,8,3,13,18
"NOV 18, 2014 - LAL @ ATL",W,240,114,47,87,54,6,17,35.3,14,22,63.6,13,31,44,24,7,0,11,24
"NOV 16, 2014 - LAL vs. GSW",L,240,115,39,99,39.4,3,16,18.8,34,43,79.1,20,28,48,17,9,4,7,27
"NOV 14, 2014 - LAL vs. SAS",L,240,80,28,75,37.3,2,12,16.7,22,31,71,11,35,46,17,6,5,13,13
"NOV 12, 2014 - LAL @ NOP",L,240,102,35,84,41.7,7,21,33.3,25,32,78.1,11,27,38,15,8,5,9,14
"NOV 11, 2014 - LAL @ MEM",L,240,102,41,87,47.1,7,22,31.8,13,17,76.5,15,23,38,22,8,6,13,22
"NOV 09, 2014 - LAL vs. CHA",W,240,107,42,82,51.2,6,17,35.3,17,22,77.3,8,30,38,28,8,2,11,23
"NOV 04, 2014 - LAL vs. PHX",L,240,106,35,88,39.8,6,16,37.5,30,41,73.2,18,31,49,16,7,8,12,25
"NOV 01, 2014 - LAL @ GSW",L,240,104,41,88,46.6,4,14,28.6,18,25,72,17,20,37,21,9,3,22,27
"OCT 31, 2014 - LAL vs. LAC",L,240,111,42,82,51.2,7,20,35,20,28,71.4,9,31,40,24,5,2,14,35
"OCT 29, 2014 - LAL @ PHX",L,240,99,37,86,43,4,13,30.8,21,25,84,12,26,38,20,9,3,13,18
"OCT 28, 2014 - LAL vs. HOU",L,240,90,28,79,35.4,3,10,30,31,39,79.5,11,25,36,16,7,3,11,32
"APR 15, 2015 - MIA @ PHI",W,240,105,39,89,43.8,12,31,38.7,15,20,75,12,30,42,22,10,2,16,17
"APR 13, 2015 - MIA vs. ORL",W,240,100,39,83,47,3,10,30,19,23,82.6,11,39,50,21,2,9,13,19
"APR 11, 2015 - MIA vs. TOR",L,240,104,37,81,45.7,6,20,30,24,44,54.5,14,33,47,14,3,8,7,25
"APR 09, 2015 - MIA vs. CHI",L,240,78,34,88,38.6,5,18,27.8,5,7,71.4,13,33,46,14,2,7,14,17
"APR 07, 2015 - MIA vs. CHA",W,240,105,40,81,49.4,3,15,20,22,28,78.6,8,34,42,20,4,6,11,17
"APR 05, 2015 - MIA @ IND",L,240,89,37,82,45.1,2,20,10,13,19,68.4,7,30,37,15,7,7,14,25
"APR 04, 2015 - MIA @ DET",L,240,98,37,77,48.1,5,20,25,19,26,73.1,11,26,37,19,6,7,14,20
"APR 02, 2015 - MIA @ CLE",L,240,88,32,75,42.7,7,21,33.3,17,21,81,8,28,36,25,8,2,16,23
"MAR 31, 2015 - MIA vs. SAS",L,240,81,32,79,40.5,5,15,33.3,12,12,100,10,23,33,11,9,4,18,21
"MAR 29, 2015 - MIA vs. DET",W,240,109,39,82,47.6,7,18,38.9,24,29,82.8,14,32,46,20,4,1,10,16
"MAR 27, 2015 - MIA @ ATL",L,240,86,32,82,39,11,35,31.4,11,15,73.3,11,30,41,20,9,6,18,20
"MAR 25, 2015 - MIA @ BOS",W,240,93,34,77,44.2,9,24,37.5,16,23,69.6,8,30,38,23,7,6,16,28
"MAR 24, 2015 - MIA @ MIL",L,240,88,33,75,44,8,19,42.1,14,18,77.8,8,26,34,18,11,4,18,20
"MAR 22, 2015 - MIA @ OKC",L,240,75,32,81,39.5,3,18,16.7,8,15,53.3,13,28,41,13,7,6,18,15
"MAR 20, 2015 - MIA vs. DEN",W,240,108,43,81,53.1,7,16,43.8,15,19,78.9,10,34,44,23,8,7,16,17
"MAR 18, 2015 - MIA vs. POR",W,240,108,46,87,52.9,7,10,70,9,14,64.3,8,27,35,21,7,7,8,18
"MAR 16, 2015 - MIA vs. CLE",W,240,106,42,76,55.3,4,15,26.7,18,22,81.8,6,39,45,21,8,5,15,21
"MAR 13, 2015 - MIA @ TOR",L,240,92,35,79,44.3,5,23,21.7,17,24,70.8,7,37,44,21,11,5,20,22
"MAR 11, 2015 - MIA vs. BKN",W,240,104,37,81,45.7,6,21,28.6,24,38,63.2,11,28,39,23,14,3,10,29
"MAR 09, 2015 - MIA vs. BOS",L,240,90,29,69,42,4,17,23.5,28,34,82.4,5,27,32,15,5,2,13,17
"MAR 07, 2015 - MIA vs. SAC",W,265,114,41,80,51.3,7,24,29.2,25,33,75.8,4,30,34,23,13,8,13,21
"MAR 06, 2015 - MIA @ WAS",L,240,97,37,79,46.8,10,27,37,13,19,68.4,8,29,37,18,5,2,14,19
"MAR 04, 2015 - MIA vs. LAL",W,240,100,32,79,40.5,3,16,18.8,33,43,76.7,13,42,55,16,8,7,15,15
"MAR 02, 2015 - MIA vs. PHX",W,240,115,43,82,52.4,7,14,50,22,30,73.3,12,33,45,19,14,4,14,31
"FEB 28, 2015 - MIA vs. ATL",L,240,91,32,81,39.5,7,26,26.9,20,21,95.2,14,33,47,17,12,3,23,16
"FEB 27, 2015 - MIA @ NOP",L,240,102,41,84,48.8,8,21,38.1,12,16,75,6,25,31,21,3,7,6,23
"FEB 25, 2015 - MIA @ ORL",W,265,93,32,84,38.1,6,31,19.4,23,32,71.9,8,34,42,17,8,5,12,24
"FEB 23, 2015 - MIA vs. PHI",W,240,119,46,83,55.4,11,21,52.4,16,22,72.7,11,34,45,27,6,3,16,20
"FEB 21, 2015 - MIA vs. NOP",L,240,91,33,79,41.8,5,17,29.4,20,27,74.1,13,32,45,15,5,7,17,23
"FEB 20, 2015 - MIA @ NYK",W,240,111,38,79,48.1,9,20,45,26,35,74.3,11,39,50,28,12,4,21,18
"FEB 11, 2015 - MIA @ CLE",L,240,93,34,84,40.5,9,24,37.5,16,20,80,12,24,36,21,10,4,14,19
"FEB 09, 2015 - MIA vs. NYK",W,240,109,36,74,48.6,12,22,54.5,25,29,86.2,7,28,35,28,9,5,12,19
"FEB 06, 2015 - MIA @ SAS",L,240,85,36,80,45,5,16,31.3,8,9,88.9,10,27,37,23,7,3,16,10
"FEB 04, 2015 - MIA @ MIN",L,240,101,39,80,48.8,7,16,43.8,16,24,66.7,15,32,47,18,11,3,18,23
"FEB 03, 2015 - MIA @ DET",L,240,91,35,74,47.3,6,14,42.9,15,23,65.2,8,27,35,23,1,6,8,14
"FEB 01, 2015 - MIA @ BOS",W,240,83,32,77,41.6,4,21,19,15,21,71.4,10,36,46,18,7,9,16,18
